date,act,dur,isfull,isprod,minutes
2022-02-05,eat,0 days 01:00:00,0,2,60.0
2022-02-05,hobby,0 days 00:32:00,1,1,32.00000000000001
2022-02-05,leisure,0 days 03:19:00,0,0,199.0
2022-02-05,socio,0 days 01:05:00,0,0,65.00000000000001
2022-02-05,study,0 days 02:22:00,1,1,142.0
2022-02-05,transport,0 days 04:04:00,0,2,244.00000000000003
2022-02-05,work,0 days 01:54:00,1,1,114.0
2022-02-06,leisure,0 days 05:30:00,0,0,330.0
2022-02-06,socio,0 days 03:10:00,0,0,190.0
2022-02-06,study,0 days 05:18:00,1,1,318.0
2022-02-06,transport,0 days 00:04:00,0,2,4.000000000000001
2022-02-06,work,0 days 01:10:00,1,1,70.0
2022-02-07,chores,0 days 00:39:00,0,2,39.0
2022-02-07,eat,0 days 00:58:00,0,2,58.0
2022-02-07,leisure,0 days 00:53:00,0,0,53.0
2022-02-07,school,0 days 03:52:00,1,1,232.0
2022-02-07,socio,0 days 00:09:00,0,0,9.0
2022-02-07,study,0 days 02:55:00,1,1,175.0
2022-02-07,transport,0 days 03:19:00,0,2,199.0
2022-02-07,work,0 days 01:27:00,1,1,87.0
2022-02-08,chores,0 days 00:15:00,0,2,15.0
2022-02-08,eat,0 days 00:59:00,0,2,59.0
2022-02-08,leisure,0 days 00:21:00,0,0,21.0
2022-02-08,school,0 days 02:26:00,1,1,146.0
2022-02-08,socio,0 days 00:49:00,0,0,49.0
2022-02-08,sport,0 days 01:16:00,0,1,76.0
2022-02-08,study,0 days 00:38:00,1,1,38.0
2022-02-08,transport,0 days 03:01:00,0,2,181.0
2022-02-08,work,0 days 06:17:00,1,1,377.0
2022-02-09,chores,0 days 00:22:00,0,2,22.0
2022-02-09,eat,0 days 00:25:00,0,2,25.0
2022-02-09,leisure,0 days 02:47:00,0,0,167.0
2022-02-09,school,0 days 02:05:00,1,1,125.00000000000001
2022-02-09,socio,0 days 00:20:00,0,0,20.0
2022-02-09,study,0 days 01:21:00,1,1,81.0
2022-02-09,transport,0 days 03:02:00,0,2,182.0
2022-02-09,work,0 days 05:20:00,1,1,320.0
2022-02-10,chores,0 days 00:15:00,0,2,15.0
2022-02-10,eat,0 days 00:54:00,0,2,54.0
2022-02-10,leisure,0 days 03:06:00,0,0,186.0
2022-02-10,school,0 days 02:53:00,1,1,173.0
2022-02-10,socio,0 days 02:14:00,0,0,134.00000000000003
2022-02-10,study,0 days 00:14:00,1,1,14.0
2022-02-10,transport,0 days 00:45:00,0,2,45.0
2022-02-10,work,0 days 04:31:00,1,1,271.00000000000006
2022-02-11,chores,0 days 00:39:00,0,2,39.0
2022-02-11,eat,0 days 00:57:00,0,2,57.0
2022-02-11,hobby,0 days 01:18:00,1,1,78.0
2022-02-11,leisure,0 days 01:28:00,0,0,88.0
2022-02-11,school,0 days 00:14:00,1,1,14.0
2022-02-11,socio,0 days 02:10:00,0,0,130.00000000000003
2022-02-11,study,0 days 01:37:00,1,1,97.0
2022-02-11,transport,0 days 02:40:00,0,2,160.0
2022-02-11,work,0 days 04:12:00,1,1,252.00000000000003
2022-02-12,chores,0 days 00:44:00,0,2,44.0
2022-02-12,eat,0 days 00:25:00,0,2,25.0
2022-02-12,leisure,0 days 02:47:00,0,0,167.0
2022-02-12,school,0 days 03:06:00,1,1,186.0
2022-02-12,socio,0 days 03:35:00,0,0,215.0
2022-02-12,study,0 days 00:45:00,1,1,45.0
2022-02-12,transport,0 days 02:36:00,0,2,156.0
2022-02-12,work,0 days 01:42:00,1,1,102.0
2022-02-13,chores,0 days 00:20:00,0,2,20.0
2022-02-13,eat,0 days 00:26:00,0,2,26.0
2022-02-13,hobby,0 days 00:24:00,1,1,24.0
2022-02-13,leisure,0 days 03:21:00,0,0,201.0
2022-02-13,school,0 days 00:37:00,1,1,37.0
2022-02-13,socio,0 days 02:50:00,0,0,170.0
2022-02-13,study,0 days 01:56:00,1,1,116.0
2022-02-13,transport,0 days 02:19:00,0,2,139.0
2022-02-13,work,0 days 02:10:00,1,1,130.00000000000003
2022-02-14,chores,0 days 00:50:00,0,2,50.0
2022-02-14,eat,0 days 00:47:00,0,2,47.0
2022-02-14,hobby,0 days 01:03:00,1,1,63.00000000000001
2022-02-14,leisure,0 days 01:23:00,0,0,83.0
2022-02-14,socio,0 days 00:15:00,0,0,15.0
2022-02-14,study,0 days 02:38:00,1,1,158.0
2022-02-14,transport,0 days 02:19:00,0,2,139.0
2022-02-14,work,0 days 07:25:00,1,1,445.0
2022-02-15,eat,0 days 01:41:00,0,2,101.0
2022-02-15,leisure,0 days 00:38:00,0,0,38.0
2022-02-15,school,0 days 03:54:00,1,1,234.0
2022-02-15,socio,0 days 00:34:00,0,0,34.00000000000001
2022-02-15,study,0 days 00:17:00,1,1,17.000000000000004
2022-02-15,transport,0 days 02:06:00,0,2,126.00000000000001
2022-02-15,work,0 days 04:12:00,1,1,252.00000000000003
2022-02-16,chores,0 days 00:45:00,0,2,45.0
2022-02-16,eat,0 days 00:46:00,0,2,46.0
2022-02-16,hobby,0 days 00:10:00,1,1,10.0
2022-02-16,leisure,0 days 03:24:00,0,0,204.0
2022-02-16,socio,0 days 04:39:00,0,0,279.0
2022-02-16,study,0 days 01:10:00,1,1,70.0
2022-02-16,transport,0 days 01:45:00,0,2,105.0
2022-02-16,work,0 days 02:24:00,1,1,144.0
2022-02-17,chores,0 days 01:03:00,0,2,63.00000000000001
2022-02-17,eat,0 days 00:16:00,0,2,16.000000000000004
2022-02-17,hobby,0 days 02:25:00,1,1,145.0
2022-02-17,leisure,0 days 03:07:00,0,0,187.0
2022-02-17,school,0 days 00:11:00,1,1,11.0
2022-02-17,socio,0 days 01:59:00,0,0,119.0
2022-02-17,sport,0 days 00:25:00,0,1,25.0
2022-02-17,study,0 days 00:14:00,1,1,14.0
2022-02-17,transport,0 days 00:50:00,0,2,50.0
2022-02-17,work,0 days 04:50:00,1,1,290.0
2022-02-18,chores,0 days 00:10:00,0,2,10.0
2022-02-18,eat,0 days 00:32:00,0,2,32.00000000000001
2022-02-18,hobby,0 days 00:30:00,1,1,30.0
2022-02-18,leisure,0 days 05:25:00,0,0,325.0
2022-02-18,school,0 days 02:59:00,1,1,179.0
2022-02-18,socio,0 days 01:19:00,0,0,79.0
2022-02-18,study,0 days 00:55:00,1,1,55.0
2022-02-18,transport,0 days 01:46:00,0,2,106.0
2022-02-18,work,0 days 02:22:00,1,1,142.0
2022-02-19,chores,0 days 00:28:00,0,2,28.0
2022-02-19,leisure,0 days 02:15:00,0,0,135.00000000000003
2022-02-19,socio,0 days 06:08:00,0,0,368.0
2022-02-19,study,0 days 00:38:00,1,1,38.0
2022-02-19,transport,0 days 04:00:00,0,2,240.0
2022-02-20,chores,0 days 01:33:00,0,2,93.0
2022-02-20,eat,0 days 00:41:00,0,2,41.0
2022-02-20,leisure,0 days 01:50:00,0,0,110.0
2022-02-20,socio,0 days 00:15:00,0,0,15.0
2022-02-20,study,0 days 07:05:00,1,1,425.0
2022-02-21,chores,0 days 00:37:00,0,2,37.0
2022-02-21,eat,0 days 00:11:00,0,2,11.0
2022-02-21,leisure,0 days 01:31:00,0,0,91.0
2022-02-21,school,0 days 02:30:00,1,1,150.0
2022-02-21,socio,0 days 01:09:00,0,0,69.0
2022-02-21,sport,0 days 00:00:00,0,1,0.0
2022-02-21,study,0 days 05:29:00,1,1,329.0
2022-02-21,transport,0 days 03:26:00,0,2,206.0
2022-02-21,work,0 days 00:41:00,1,1,41.0
2022-02-22,chores,0 days 00:03:00,0,2,3.0
2022-02-22,eat,0 days 00:53:00,0,2,53.0
2022-02-22,leisure,0 days 00:43:00,0,0,43.0
2022-02-22,school,0 days 02:52:00,1,1,172.0
2022-02-22,socio,0 days 00:29:00,0,0,29.0
2022-02-22,sport,0 days 01:34:00,0,1,94.0
2022-02-22,study,0 days 00:41:00,1,1,41.0
2022-02-22,transport,0 days 02:42:00,0,2,162.0
2022-02-22,work,0 days 05:48:00,1,1,348.0
2022-02-23,chores,0 days 01:08:00,0,2,68.00000000000001
2022-02-23,eat,0 days 00:46:00,0,2,46.0
2022-02-23,leisure,0 days 03:13:00,0,0,193.0
2022-02-23,socio,0 days 03:47:00,0,0,227.0
2022-02-23,study,0 days 01:04:00,1,1,64.00000000000001
2022-02-23,transport,0 days 00:36:00,0,2,36.0
2022-02-23,work,0 days 02:22:00,1,1,142.0
2022-02-24,chores,0 days 00:22:00,0,2,22.0
2022-02-24,eat,0 days 00:27:00,0,2,27.0
2022-02-24,leisure,0 days 01:39:00,0,0,99.0
2022-02-24,school,0 days 02:36:00,1,1,156.0
2022-02-24,sleep,0 days 00:19:00,1,0,19.0
2022-02-24,socio,0 days 00:30:00,0,0,30.0
2022-02-24,sport,0 days 01:12:00,0,1,72.0
2022-02-24,study,0 days 00:26:00,1,1,26.0
2022-02-24,transport,0 days 03:14:00,0,2,194.0
2022-02-24,work,0 days 04:12:00,1,1,252.00000000000003
2022-02-25,eat,0 days 00:34:00,0,2,34.00000000000001
2022-02-25,leisure,0 days 01:56:00,0,0,116.0
2022-02-25,socio,0 days 04:29:00,0,0,269.00000000000006
2022-02-25,study,0 days 00:31:00,1,1,31.000000000000004
2022-02-25,transport,0 days 01:18:00,0,2,78.0
2022-02-25,work,0 days 02:20:00,1,1,140.0
2022-02-26,chores,0 days 00:26:00,0,2,26.0
2022-02-26,eat,0 days 00:11:00,0,2,11.0
2022-02-26,leisure,0 days 00:13:00,0,0,13.0
2022-02-26,school,0 days 06:08:00,1,1,368.0
2022-02-26,socio,0 days 01:50:00,0,0,110.0
2022-02-26,study,0 days 00:23:00,1,1,23.0
2022-02-26,transport,0 days 02:35:00,0,2,155.0
2022-02-26,work,0 days 03:33:00,1,1,213.0
2022-02-27,chores,0 days 00:30:00,0,2,30.0
2022-02-27,eat,0 days 01:02:00,0,2,62.00000000000001
2022-02-27,hobby,0 days 00:16:00,1,1,16.000000000000004
2022-02-27,leisure,0 days 01:33:00,0,0,93.0
2022-02-27,school,0 days 09:13:00,1,1,553.0
2022-02-27,sleep,0 days 00:54:00,1,0,54.0
2022-02-27,socio,0 days 00:13:00,0,0,13.0
2022-02-27,study,0 days 00:18:00,1,1,18.0
2022-02-27,transport,0 days 00:10:00,0,2,10.0
2022-02-27,work,0 days 01:22:00,1,1,82.0
2022-02-28,eat,0 days 00:31:00,0,2,31.000000000000004
2022-02-28,hobby,0 days 05:03:00,1,1,303.0
2022-02-28,school,0 days 02:56:00,1,1,176.0
2022-02-28,socio,0 days 00:24:00,0,0,24.0
2022-02-28,study,0 days 01:23:00,1,1,83.0
2022-02-28,transport,0 days 02:46:00,0,2,166.0
2022-02-28,work,0 days 00:12:00,1,1,12.0
2022-03-01,chores,0 days 00:24:00,0,2,24.0
2022-03-01,eat,0 days 00:54:00,0,2,54.0
2022-03-01,leisure,0 days 02:22:00,0,0,142.0
2022-03-01,school,0 days 00:56:00,1,1,56.0
2022-03-01,sleep,0 days 01:10:00,1,0,70.0
2022-03-01,socio,0 days 02:31:00,0,0,151.0
2022-03-01,study,0 days 02:18:00,1,1,138.0
2022-03-01,transport,0 days 00:13:00,0,2,13.0
2022-03-01,work,0 days 05:48:00,1,1,348.0
2022-03-02,chores,0 days 00:42:00,0,2,42.0
2022-03-02,eat,0 days 00:20:00,0,2,20.0
2022-03-02,leisure,0 days 03:16:00,0,0,196.0
2022-03-02,school,0 days 01:24:00,1,1,84.0
2022-03-02,socio,0 days 02:06:00,0,0,126.00000000000001
2022-03-02,study,0 days 01:11:00,1,1,71.0
2022-03-02,transport,0 days 00:02:00,0,2,2.0000000000000004
2022-03-02,work,0 days 05:11:00,1,1,311.0
2022-03-03,chores,0 days 00:30:00,0,2,30.0
2022-03-03,leisure,0 days 06:09:00,0,0,369.0
2022-03-03,school,0 days 00:20:00,1,1,20.0
2022-03-03,socio,0 days 04:26:00,0,0,266.00000000000006
2022-03-03,sport,0 days 00:28:00,0,1,28.0
2022-03-03,study,0 days 00:33:00,1,1,33.00000000000001
2022-03-03,transport,0 days 02:13:00,0,2,133.00000000000003
2022-03-04,chores,0 days 00:38:00,0,2,38.0
2022-03-04,eat,0 days 00:43:00,0,2,43.0
2022-03-04,leisure,0 days 01:15:00,0,0,75.0
2022-03-04,school,0 days 03:19:00,1,1,199.0
2022-03-04,socio,0 days 01:33:00,0,0,93.0
2022-03-04,study,0 days 00:35:00,1,1,35.0
2022-03-04,transport,0 days 03:25:00,0,2,205.0
2022-03-04,work,0 days 03:43:00,1,1,223.0
2022-03-05,chores,0 days 01:19:00,0,2,79.0
2022-03-05,eat,0 days 00:24:00,0,2,24.0
2022-03-05,leisure,0 days 04:24:00,0,0,264.00000000000006
2022-03-05,socio,0 days 02:44:00,0,0,164.0
2022-03-05,study,0 days 01:00:00,1,1,60.0
2022-03-05,transport,0 days 01:15:00,0,2,75.0
2022-03-05,work,0 days 02:08:00,1,1,128.00000000000003
2022-03-06,eat,0 days 00:29:00,0,2,29.0
2022-03-06,leisure,0 days 03:00:00,0,0,180.0
2022-03-06,school,0 days 01:00:00,1,1,60.0
2022-03-06,socio,0 days 02:47:00,0,0,167.0
2022-03-06,sport,0 days 03:50:00,0,1,230.0
2022-03-06,study,0 days 00:41:00,1,1,41.0
2022-03-07,chores,0 days 00:05:00,0,2,5.0
2022-03-07,eat,0 days 00:43:00,0,2,43.0
2022-03-07,hobby,0 days 03:20:00,1,1,200.0
2022-03-07,leisure,0 days 01:19:00,0,0,79.0
2022-03-07,school,0 days 02:23:00,1,1,143.0
2022-03-07,socio,0 days 00:09:00,0,0,9.0
2022-03-07,study,0 days 04:37:00,1,1,277.0
2022-03-07,transport,0 days 02:25:00,0,2,145.0
2022-03-08,chores,0 days 01:07:00,0,2,67.00000000000001
2022-03-08,eat,0 days 00:38:00,0,2,38.0
2022-03-08,leisure,0 days 04:10:00,0,0,250.00000000000003
2022-03-08,socio,0 days 03:17:00,0,0,197.0
2022-03-08,study,0 days 01:00:00,1,1,60.0
2022-03-08,transport,0 days 02:32:00,0,2,152.0
2022-03-08,work,0 days 01:05:00,1,1,65.00000000000001
2022-03-09,chores,0 days 00:40:00,0,2,40.0
2022-03-09,eat,0 days 00:43:00,0,2,43.0
2022-03-09,hobby,0 days 00:36:00,1,1,36.0
2022-03-09,leisure,0 days 00:19:00,0,0,19.0
2022-03-09,school,0 days 03:04:00,1,1,184.0
2022-03-09,sleep,0 days 01:21:00,1,0,81.0
2022-03-09,study,0 days 00:35:00,1,1,35.0
2022-03-09,transport,0 days 02:14:00,0,2,134.00000000000003
2022-03-09,work,0 days 04:21:00,1,1,261.00000000000006
2022-03-10,chores,0 days 01:00:00,0,2,60.0
2022-03-10,eat,0 days 00:56:00,0,2,56.0
2022-03-10,hobby,0 days 00:59:00,1,1,59.0
2022-03-10,leisure,0 days 00:53:00,0,0,53.0
2022-03-10,school,0 days 03:20:00,1,1,200.0
2022-03-10,socio,0 days 00:16:00,0,0,16.000000000000004
2022-03-10,sport,0 days 01:30:00,0,1,90.0
2022-03-10,study,0 days 01:03:00,1,1,63.00000000000001
2022-03-10,transport,0 days 02:24:00,0,2,144.0
2022-03-10,work,0 days 00:38:00,1,1,38.0
2022-03-11,chores,0 days 00:05:00,0,2,5.0
2022-03-11,eat,0 days 01:17:00,0,2,77.0
2022-03-11,leisure,0 days 00:53:00,0,0,53.0
2022-03-11,school,0 days 02:12:00,1,1,132.00000000000003
2022-03-11,socio,0 days 02:55:00,0,0,175.0
2022-03-11,study,0 days 03:17:00,1,1,197.0
2022-03-11,transport,0 days 01:18:00,0,2,78.0
2022-03-11,work,0 days 01:13:00,1,1,73.0
2022-03-12,chores,0 days 00:48:00,0,2,48.0
2022-03-12,eat,0 days 00:28:00,0,2,28.0
2022-03-12,hobby,0 days 00:22:00,1,1,22.0
2022-03-12,leisure,0 days 05:58:00,0,0,358.0
2022-03-12,school,0 days 01:31:00,1,1,91.0
2022-03-12,sleep,0 days 00:25:00,1,0,25.0
2022-03-12,socio,0 days 02:35:00,0,0,155.0
2022-03-12,study,0 days 00:25:00,1,1,25.0
2022-03-12,transport,0 days 00:52:00,0,2,52.0
2022-03-12,work,0 days 00:05:00,1,1,5.0
2022-03-13,chores,0 days 00:21:00,0,2,21.0
2022-03-13,eat,0 days 00:45:00,0,2,45.0
2022-03-13,hobby,0 days 00:09:00,1,1,9.0
2022-03-13,leisure,0 days 03:24:00,0,0,204.0
2022-03-13,socio,0 days 01:56:00,0,0,116.0
2022-03-13,study,0 days 01:29:00,1,1,89.0
2022-03-13,transport,0 days 00:07:00,0,2,7.0
2022-03-13,work,0 days 04:55:00,1,1,295.0
2022-03-14,chores,0 days 00:03:00,0,2,3.0
2022-03-14,eat,0 days 00:28:00,0,2,28.0
2022-03-14,leisure,0 days 00:40:00,0,0,40.0
2022-03-14,socio,0 days 02:01:00,0,0,121.0
2022-03-14,study,0 days 01:35:00,1,1,95.0
2022-03-14,transport,0 days 02:43:00,0,2,163.0
2022-03-14,work,0 days 07:00:00,1,1,420.0
2022-03-15,chores,0 days 00:43:00,0,2,43.0
2022-03-15,eat,0 days 00:19:00,0,2,19.0
2022-03-15,leisure,0 days 00:47:00,0,0,47.0
2022-03-15,school,0 days 02:55:00,1,1,175.0
2022-03-15,socio,0 days 00:49:00,0,0,49.0
2022-03-15,study,0 days 01:44:00,1,1,104.0
2022-03-15,transport,0 days 02:16:00,0,2,136.00000000000003
2022-03-15,work,0 days 04:51:00,1,1,291.0
2022-03-16,chores,0 days 01:17:00,0,2,77.0
2022-03-16,hobby,0 days 00:05:00,1,1,5.0
2022-03-16,leisure,0 days 03:49:00,0,0,229.0
2022-03-16,socio,0 days 01:37:00,0,0,97.0
2022-03-16,study,0 days 03:44:00,1,1,224.0
2022-03-16,transport,0 days 00:05:00,0,2,5.0
2022-03-16,work,0 days 04:48:00,1,1,288.0
2022-03-17,chores,0 days 00:14:00,0,2,14.0
2022-03-17,eat,0 days 00:42:00,0,2,42.0
2022-03-17,hobby,0 days 00:55:00,1,1,55.0
2022-03-17,leisure,0 days 01:05:00,0,0,65.00000000000001
2022-03-17,school,0 days 02:45:00,1,1,165.0
2022-03-17,socio,0 days 01:08:00,0,0,68.00000000000001
2022-03-17,sport,0 days 01:30:00,0,1,90.0
2022-03-17,study,0 days 03:38:00,1,1,218.0
2022-03-17,transport,0 days 03:21:00,0,2,201.0
2022-03-17,work,0 days 01:01:00,1,1,61.00000000000001
2022-03-18,chores,0 days 00:21:00,0,2,21.0
2022-03-18,eat,0 days 00:31:00,0,2,31.000000000000004
2022-03-18,leisure,0 days 02:15:00,0,0,135.00000000000003
2022-03-18,school,0 days 01:10:00,1,1,70.0
2022-03-18,socio,0 days 01:52:00,0,0,112.0
2022-03-18,study,0 days 03:01:00,1,1,181.0
2022-03-18,transport,0 days 02:32:00,0,2,152.0
2022-03-18,work,0 days 02:22:00,1,1,142.0
2022-03-19,chores,0 days 00:36:00,0,2,36.0
2022-03-19,eat,0 days 00:32:00,0,2,32.00000000000001
2022-03-19,hobby,0 days 00:29:00,1,1,29.0
2022-03-19,leisure,0 days 08:05:00,0,0,485.0
2022-03-19,study,0 days 05:06:00,1,1,306.0
2022-03-19,work,0 days 00:30:00,1,1,30.0
2022-03-20,chores,0 days 00:05:00,0,2,5.0
2022-03-20,eat,0 days 00:59:00,0,2,59.0
2022-03-20,hobby,0 days 00:20:00,1,1,20.0
2022-03-20,leisure,0 days 04:59:00,0,0,299.0
2022-03-20,socio,0 days 03:47:00,0,0,227.0
2022-03-20,study,0 days 04:16:00,1,1,256.00000000000006
2022-03-20,transport,0 days 00:41:00,0,2,41.0
2022-03-21,chores,0 days 02:07:00,0,2,127.00000000000001
2022-03-21,eat,0 days 00:41:00,0,2,41.0
2022-03-21,leisure,0 days 01:02:00,0,0,62.00000000000001
2022-03-21,school,0 days 04:16:00,1,1,256.00000000000006
2022-03-21,sport,0 days 00:52:00,0,1,52.0
2022-03-21,study,0 days 02:57:00,1,1,177.0
2022-03-21,transport,0 days 04:26:00,0,2,266.00000000000006
2022-03-21,work,0 days 00:44:00,1,1,44.0
2022-03-22,chores,0 days 00:40:00,0,2,40.0
2022-03-22,leisure,0 days 03:11:00,0,0,191.0
2022-03-22,socio,0 days 02:59:00,0,0,179.0
2022-03-22,sport,0 days 00:31:00,0,1,31.000000000000004
2022-03-22,study,0 days 02:17:00,1,1,137.0
2022-03-22,transport,0 days 00:34:00,0,2,34.00000000000001
2022-03-22,work,0 days 05:04:00,1,1,304.0
2022-03-23,eat,0 days 00:43:00,0,2,43.0
2022-03-23,leisure,0 days 04:07:00,0,0,247.00000000000003
2022-03-23,school,0 days 01:08:00,1,1,68.00000000000001
2022-03-23,sleep,0 days 01:32:00,1,0,92.0
2022-03-23,work,0 days 04:59:00,1,1,299.0
2022-03-24,eat,0 days 00:20:00,0,2,20.0
2022-03-24,hobby,0 days 00:30:00,1,1,30.0
2022-03-24,leisure,0 days 03:31:00,0,0,211.0
2022-03-24,sport,0 days 00:43:00,0,1,43.0
2022-03-24,work,0 days 05:15:00,1,1,315.0
2022-03-25,chores,0 days 00:24:00,0,2,24.0
2022-03-25,eat,0 days 00:10:00,0,2,10.0
2022-03-25,leisure,0 days 03:02:00,0,0,182.0
2022-03-25,school,0 days 01:19:00,1,1,79.0
2022-03-25,socio,0 days 01:51:00,0,0,111.0
2022-03-25,study,0 days 00:34:00,1,1,34.00000000000001
2022-03-25,transport,0 days 00:41:00,0,2,41.0
2022-03-25,work,0 days 04:20:00,1,1,260.00000000000006
2022-03-26,chores,0 days 00:19:00,0,2,19.0
2022-03-26,eat,0 days 00:16:00,0,2,16.000000000000004
2022-03-26,hobby,0 days 01:56:00,1,1,116.0
2022-03-26,leisure,0 days 00:33:00,0,0,33.00000000000001
2022-03-26,school,0 days 01:38:00,1,1,98.0
2022-03-26,socio,0 days 04:07:00,0,0,247.00000000000003
2022-03-26,study,0 days 03:10:00,1,1,190.0
