date,act,dur,isfull,isprod,minutes
2022-03-26,transport,0 days 00:56:00,0,2,56.0
2022-03-26,work,0 days 00:24:00,1,1,24.0
2022-03-27,chores,0 days 00:10:00,0,2,10.0
2022-03-27,eat,0 days 00:15:00,0,2,15.0
2022-03-27,hobby,0 days 00:26:00,1,1,26.0
2022-03-27,leisure,0 days 02:32:00,0,0,152.0
2022-03-27,socio,0 days 04:46:00,0,0,286.0
2022-03-27,study,0 days 02:09:00,1,1,129.00000000000003
2022-03-27,transport,0 days 03:03:00,0,2,183.0
2022-03-27,work,0 days 00:07:00,1,1,7.0
2022-03-28,chores,0 days 00:41:00,0,2,41.0
2022-03-28,eat,0 days 00:18:00,0,2,18.0
2022-03-28,hobby,0 days 00:21:00,1,1,21.0
2022-03-28,leisure,0 days 02:44:00,0,0,164.0
2022-03-28,school,0 days 01:12:00,1,1,72.0
2022-03-28,socio,0 days 00:34:00,0,0,34.00000000000001
2022-03-28,study,0 days 03:27:00,1,1,207.0
2022-03-28,transport,0 days 00:10:00,0,2,10.0
2022-03-28,work,0 days 04:00:00,1,1,240.0
2022-03-29,chores,0 days 01:12:00,0,2,72.0
2022-03-29,eat,0 days 00:46:00,0,2,46.0
2022-03-29,leisure,0 days 02:28:00,0,0,148.0
2022-03-29,school,0 days 02:18:00,1,1,138.0
2022-03-29,socio,0 days 00:38:00,0,0,38.0
2022-03-29,sport,0 days 01:14:00,0,1,74.0
2022-03-29,study,0 days 00:57:00,1,1,57.0
2022-03-29,transport,0 days 02:16:00,0,2,136.00000000000003
2022-03-29,work,0 days 04:46:00,1,1,286.0
2022-03-30,leisure,0 days 02:22:00,0,0,142.0
2022-03-30,sleep,0 days 03:34:00,1,0,214.0
2022-03-30,socio,0 days 02:21:00,0,0,141.0
2022-03-30,study,0 days 01:19:00,1,1,79.0
2022-03-30,work,0 days 07:59:00,1,1,479.0
2022-03-31,eat,0 days 00:20:00,0,2,20.0
2022-03-31,leisure,0 days 02:10:00,0,0,130.00000000000003
2022-03-31,school,0 days 03:07:00,1,1,187.0
2022-03-31,socio,0 days 00:59:00,0,0,59.0
2022-03-31,work,0 days 11:40:00,1,1,700.0
2022-04-01,chores,0 days 00:56:00,0,2,56.0
2022-04-01,eat,0 days 00:23:00,0,2,23.0
2022-04-01,leisure,0 days 00:22:00,0,0,22.0
2022-04-01,school,0 days 03:19:00,1,1,199.0
2022-04-01,socio,0 days 02:54:00,0,0,174.0
2022-04-01,transport,0 days 04:16:00,0,2,256.00000000000006
2022-04-01,work,0 days 01:12:00,1,1,72.0
2022-04-02,eat,0 days 00:40:00,0,2,40.0
2022-04-02,socio,0 days 11:55:00,0,0,715.0
2022-04-02,sport,0 days 00:56:00,0,1,56.0
2022-04-02,transport,0 days 03:50:00,0,2,230.0
2022-04-03,eat,0 days 00:53:00,0,2,53.0
2022-04-03,hobby,0 days 02:24:00,1,1,144.0
2022-04-03,leisure,0 days 01:00:00,0,0,60.0
2022-04-03,sleep,0 days 02:14:00,1,0,134.00000000000003
2022-04-03,socio,0 days 07:08:00,0,0,428.0
2022-04-03,study,0 days 01:33:00,1,1,93.0
2022-04-03,transport,0 days 02:03:00,0,2,123.00000000000001
2022-04-04,chores,0 days 00:31:00,0,2,31.000000000000004
2022-04-04,eat,0 days 01:15:00,0,2,75.0
2022-04-04,hobby,0 days 00:19:00,1,1,19.0
2022-04-04,leisure,0 days 01:36:00,0,0,96.0
2022-04-04,school,0 days 00:09:00,1,1,9.0
2022-04-04,socio,0 days 00:19:00,0,0,19.0
2022-04-04,study,0 days 02:25:00,1,1,145.0
2022-04-04,transport,0 days 02:17:00,0,2,137.0
2022-04-04,work,0 days 04:59:00,1,1,299.0
2022-04-05,chores,0 days 00:16:00,0,2,16.000000000000004
2022-04-05,eat,0 days 00:25:00,0,2,25.0
2022-04-05,hobby,0 days 00:38:00,1,1,38.0
2022-04-05,leisure,0 days 01:23:00,0,0,83.0
2022-04-05,school,0 days 02:50:00,1,1,170.0
2022-04-05,socio,0 days 03:53:00,0,0,233.0
2022-04-05,study,0 days 00:52:00,1,1,52.0
2022-04-05,transport,0 days 01:36:00,0,2,96.0
2022-04-05,work,0 days 04:07:00,1,1,247.00000000000003
2022-04-06,chores,0 days 01:58:00,0,2,118.0
2022-04-06,leisure,0 days 03:13:00,0,0,193.0
2022-04-06,school,0 days 02:21:00,1,1,141.0
2022-04-06,sleep,0 days 01:39:00,1,0,99.0
2022-04-06,study,0 days 03:18:00,1,1,198.0
2022-04-06,transport,0 days 00:39:00,0,2,39.0
2022-04-06,work,0 days 01:48:00,1,1,108.0
2022-04-07,chores,0 days 00:31:00,0,2,31.000000000000004
2022-04-07,eat,0 days 00:52:00,0,2,52.0
2022-04-07,hobby,0 days 00:24:00,1,1,24.0
2022-04-07,leisure,0 days 00:46:00,0,0,46.0
2022-04-07,socio,0 days 07:45:00,0,0,465.0
2022-04-07,sport,0 days 01:25:00,0,1,85.0
2022-04-07,study,0 days 02:15:00,1,1,135.00000000000003
2022-04-07,transport,0 days 01:14:00,0,2,74.0
2022-04-08,chores,0 days 00:04:00,0,2,4.000000000000001
2022-04-08,eat,0 days 00:16:00,0,2,16.000000000000004
2022-04-08,hobby,0 days 00:51:00,1,1,51.0
2022-04-08,leisure,0 days 00:53:00,0,0,53.0
2022-04-08,socio,0 days 02:51:00,0,0,171.0
2022-04-08,study,0 days 00:44:00,1,1,44.0
2022-04-08,transport,0 days 02:53:00,0,2,173.0
2022-04-08,work,0 days 07:56:00,1,1,476.0
2022-04-09,chores,0 days 00:39:00,0,2,39.0
2022-04-09,eat,0 days 00:57:00,0,2,57.0
2022-04-09,leisure,0 days 03:55:00,0,0,235.0
2022-04-09,socio,0 days 03:07:00,0,0,187.0
2022-04-09,study,0 days 00:41:00,1,1,41.0
2022-04-09,transport,0 days 03:05:00,0,2,185.0
2022-04-10,chores,0 days 00:33:00,0,2,33.00000000000001
2022-04-10,eat,0 days 00:27:00,0,2,27.0
2022-04-10,leisure,0 days 03:43:00,0,0,223.0
2022-04-10,socio,0 days 00:55:00,0,0,55.0
2022-04-10,study,0 days 01:32:00,1,1,92.0
2022-04-10,transport,0 days 01:20:00,0,2,80.0
2022-04-10,work,0 days 05:22:00,1,1,322.0
2022-04-11,chores,0 days 01:26:00,0,2,86.0
2022-04-11,eat,0 days 01:05:00,0,2,65.00000000000001
2022-04-11,leisure,0 days 03:05:00,0,0,185.0
2022-04-11,school,0 days 00:07:00,1,1,7.0
2022-04-11,study,0 days 02:14:00,1,1,134.00000000000003
2022-04-11,transport,0 days 00:51:00,0,2,51.0
2022-04-11,work,0 days 07:40:00,1,1,460.0
2022-04-12,eat,0 days 00:31:00,0,2,31.000000000000004
2022-04-12,leisure,0 days 01:48:00,0,0,108.0
2022-04-12,school,0 days 02:42:00,1,1,162.0
2022-04-12,study,0 days 00:14:00,1,1,14.0
2022-04-12,transport,0 days 03:20:00,0,2,200.0
2022-04-12,work,0 days 03:32:00,1,1,212.0
2022-04-13,eat,0 days 00:43:00,0,2,43.0
2022-04-13,hobby,0 days 00:55:00,1,1,55.0
2022-04-13,leisure,0 days 04:56:00,0,0,296.0
2022-04-13,sleep,0 days 00:30:00,1,0,30.0
2022-04-13,socio,0 days 01:20:00,0,0,80.0
2022-04-13,sport,0 days 00:50:00,0,1,50.0
2022-04-13,study,0 days 03:34:00,1,1,214.0
2022-04-13,transport,0 days 03:16:00,0,2,196.0
2022-04-14,chores,0 days 00:47:00,0,2,47.0
2022-04-14,eat,0 days 00:52:00,0,2,52.0
2022-04-14,leisure,0 days 00:20:00,0,0,20.0
2022-04-14,school,0 days 02:17:00,1,1,137.0
2022-04-14,sport,0 days 01:38:00,0,1,98.0
2022-04-14,study,0 days 00:57:00,1,1,57.0
2022-04-14,transport,0 days 02:07:00,0,2,127.00000000000001
2022-04-14,work,0 days 05:42:00,1,1,342.0
2022-04-15,eat,0 days 00:06:00,0,2,6.0
2022-04-15,school,0 days 03:57:00,1,1,237.0
2022-04-15,socio,0 days 22:51:00,0,0,1371.0
2022-04-15,study,0 days 00:17:00,1,1,17.000000000000004
2022-04-15,transport,0 days 03:51:00,0,2,231.0
2022-04-17,eat,0 days 00:10:00,0,2,10.0
2022-04-17,socio,0 days 06:20:00,0,0,380.0
2022-04-17,transport,0 days 00:49:00,0,2,49.0
2022-04-18,chores,0 days 00:26:00,0,2,26.0
2022-04-18,eat,0 days 00:16:00,0,2,16.000000000000004
2022-04-18,hobby,0 days 00:53:00,1,1,53.0
2022-04-18,leisure,0 days 02:45:00,0,0,165.0
2022-04-18,school,0 days 00:57:00,1,1,57.0
2022-04-18,socio,0 days 01:17:00,0,0,77.0
2022-04-18,sport,0 days 01:38:00,0,1,98.0
2022-04-18,study,0 days 01:54:00,1,1,114.0
2022-04-18,transport,0 days 00:09:00,0,2,9.0
2022-04-18,work,0 days 02:15:00,1,1,135.00000000000003
2022-04-19,chores,0 days 00:20:00,0,2,20.0
2022-04-19,eat,0 days 00:51:00,0,2,51.0
2022-04-19,hobby,0 days 00:09:00,1,1,9.0
2022-04-19,leisure,0 days 00:05:00,0,0,5.0
2022-04-19,school,0 days 02:51:00,1,1,171.0
2022-04-19,socio,0 days 00:07:00,0,0,7.0
2022-04-19,study,0 days 01:04:00,1,1,64.00000000000001
2022-04-19,transport,0 days 02:43:00,0,2,163.0
2022-04-19,work,0 days 04:47:00,1,1,287.0
2022-04-20,chores,0 days 01:00:00,0,2,60.0
2022-04-20,eat,0 days 00:59:00,0,2,59.0
2022-04-20,hobby,0 days 01:25:00,1,1,85.0
2022-04-20,leisure,0 days 00:43:00,0,0,43.0
2022-04-20,school,0 days 00:06:00,1,1,6.0
2022-04-20,socio,0 days 00:42:00,0,0,42.0
2022-04-20,study,0 days 02:20:00,1,1,140.0
2022-04-20,transport,0 days 00:58:00,0,2,58.0
2022-04-20,work,0 days 04:57:00,1,1,297.0
2022-04-21,chores,0 days 00:25:00,0,2,25.0
2022-04-21,eat,0 days 00:32:00,0,2,32.00000000000001
2022-04-21,hobby,0 days 00:08:00,1,1,8.000000000000002
2022-04-21,leisure,0 days 00:07:00,0,0,7.0
2022-04-21,sleep,0 days 01:58:00,1,0,118.0
2022-04-21,socio,0 days 02:08:00,0,0,128.00000000000003
2022-04-21,sport,0 days 03:11:00,0,1,191.0
2022-04-21,study,0 days 00:45:00,1,1,45.0
2022-04-21,transport,0 days 03:34:00,0,2,214.0
2022-04-21,work,0 days 04:11:00,1,1,251.00000000000003
2022-04-22,chores,0 days 00:45:00,0,2,45.0
2022-04-22,eat,0 days 01:00:00,0,2,60.0
2022-04-22,leisure,0 days 01:34:00,0,0,94.0
2022-04-22,school,0 days 02:10:00,1,1,130.00000000000003
2022-04-22,socio,0 days 02:25:00,0,0,145.0
2022-04-22,study,0 days 00:25:00,1,1,25.0
2022-04-22,work,0 days 05:49:00,1,1,349.0
2022-04-23,eat,0 days 00:40:00,0,2,40.0
2022-04-23,hobby,0 days 02:00:00,1,1,120.0
2022-04-23,leisure,0 days 03:20:00,0,0,200.0
2022-04-23,socio,0 days 04:05:00,0,0,245.00000000000003
2022-04-23,transport,0 days 04:10:00,0,2,250.00000000000003
2022-04-24,eat,0 days 00:54:00,0,2,54.0
2022-04-24,leisure,0 days 02:25:00,0,0,145.0
2022-04-24,socio,0 days 03:00:00,0,0,180.0
2022-04-24,study,0 days 01:33:00,1,1,93.0
2022-04-24,transport,0 days 05:40:00,0,2,340.0
2022-04-25,eat,0 days 00:12:00,0,2,12.0
2022-04-25,leisure,0 days 02:00:00,0,0,120.0
2022-04-25,school,0 days 00:10:00,1,1,10.0
2022-04-25,socio,0 days 07:00:00,0,0,420.0
2022-04-25,transport,0 days 01:13:00,0,2,73.0
2022-04-25,work,0 days 03:43:00,1,1,223.0
2022-04-26,chores,0 days 01:11:00,0,2,71.0
2022-04-26,leisure,0 days 00:16:00,0,0,16.000000000000004
2022-04-26,school,0 days 02:10:00,1,1,130.00000000000003
2022-04-26,socio,0 days 02:32:00,0,0,152.0
2022-04-26,study,0 days 04:52:00,1,1,292.0
2022-04-26,transport,0 days 02:58:00,0,2,178.0
2022-04-27,chores,0 days 00:50:00,0,2,50.0
2022-04-27,eat,0 days 00:22:00,0,2,22.0
2022-04-27,leisure,0 days 00:11:00,0,0,11.0
2022-04-27,socio,0 days 05:46:00,0,0,346.0
2022-04-27,study,0 days 00:57:00,1,1,57.0
2022-04-27,transport,0 days 02:04:00,0,2,124.00000000000001
2022-04-27,work,0 days 05:38:00,1,1,338.0
2022-04-28,chores,0 days 00:36:00,0,2,36.0
2022-04-28,eat,0 days 00:30:00,0,2,30.0
2022-04-28,hobby,0 days 01:16:00,1,1,76.0
2022-04-28,leisure,0 days 00:39:00,0,0,39.0
2022-04-28,school,0 days 01:10:00,1,1,70.0
2022-04-28,sleep,0 days 00:31:00,1,0,31.000000000000004
2022-04-28,socio,0 days 00:58:00,0,0,58.0
2022-04-28,sport,0 days 03:00:00,0,1,180.0
2022-04-28,study,0 days 00:39:00,1,1,39.0
2022-04-28,transport,0 days 01:45:00,0,2,105.0
2022-04-28,work,0 days 04:30:00,1,1,270.00000000000006
2022-04-29,chores,0 days 00:45:00,0,2,45.0
2022-04-29,eat,0 days 01:09:00,0,2,69.0
2022-04-29,hobby,0 days 00:20:00,1,1,20.0
2022-04-29,leisure,0 days 01:08:00,0,0,68.00000000000001
2022-04-29,school,0 days 00:35:00,1,1,35.0
2022-04-29,socio,0 days 03:09:00,0,0,189.0
2022-04-29,study,0 days 00:16:00,1,1,16.000000000000004
2022-04-29,transport,0 days 01:58:00,0,2,118.0
2022-04-29,work,0 days 06:03:00,1,1,363.0
2022-04-30,chores,0 days 02:32:00,0,2,152.0
2022-04-30,hobby,0 days 01:43:00,1,1,103.0
2022-04-30,leisure,0 days 03:46:00,0,0,226.0
2022-04-30,socio,0 days 08:57:00,0,0,537.0000000000001
2022-04-30,study,0 days 00:05:00,1,1,5.0
2022-04-30,transport,0 days 00:47:00,0,2,47.0
2022-05-01,hobby,0 days 03:17:00,1,1,197.0
2022-05-01,leisure,0 days 00:15:00,0,0,15.0
2022-05-01,sleep,0 days 01:40:00,1,0,100.0
2022-05-01,socio,0 days 06:33:00,0,0,393.0
2022-05-01,transport,0 days 03:20:00,0,2,200.0
2022-05-01,work,0 days 02:25:00,1,1,145.0
2022-05-02,leisure,0 days 03:08:00,0,0,188.0
2022-05-02,socio,0 days 08:29:00,0,0,509.00000000000006
2022-05-02,study,0 days 00:24:00,1,1,24.0
2022-05-02,transport,0 days 00:34:00,0,2,34.00000000000001
2022-05-03,chores,0 days 00:05:00,0,2,5.0
2022-05-03,school,0 days 04:35:00,1,1,275.0
2022-05-03,socio,0 days 06:29:00,0,0,389.0
2022-05-03,transport,0 days 02:17:00,0,2,137.0
2022-05-03,work,0 days 01:58:00,1,1,118.0
2022-05-04,chores,0 days 00:36:00,0,2,36.0
2022-05-04,eat,0 days 00:09:00,0,2,9.0
2022-05-04,leisure,0 days 01:29:00,0,0,89.0
2022-05-04,school,0 days 00:16:00,1,1,16.000000000000004
2022-05-04,socio,0 days 02:05:00,0,0,125.00000000000001
2022-05-04,study,0 days 00:40:00,1,1,40.0
2022-05-04,transport,0 days 01:04:00,0,2,64.00000000000001
2022-05-04,work,0 days 06:17:00,1,1,377.0
2022-05-05,chores,0 days 02:13:00,0,2,133.00000000000003
2022-05-05,eat,0 days 00:54:00,0,2,54.0
2022-05-05,hobby,0 days 00:14:00,1,1,14.0
2022-05-05,leisure,0 days 01:21:00,0,0,81.0
2022-05-05,socio,0 days 03:20:00,0,0,200.0
2022-05-05,sport,0 days 01:30:00,0,1,90.0
2022-05-05,transport,0 days 01:55:00,0,2,115.0
2022-05-05,work,0 days 05:11:00,1,1,311.0
2022-05-06,chores,0 days 00:51:00,0,2,51.0
2022-05-06,eat,0 days 01:26:00,0,2,86.0
2022-05-06,hobby,0 days 01:06:00,1,1,66.00000000000001
2022-05-06,leisure,0 days 03:30:00,0,0,210.0
2022-05-06,school,0 days 01:22:00,1,1,82.0
2022-05-06,socio,0 days 00:40:00,0,0,40.0
2022-05-06,study,0 days 01:24:00,1,1,84.0
2022-05-06,transport,0 days 01:33:00,0,2,93.0
2022-05-06,work,0 days 02:06:00,1,1,126.00000000000001
2022-05-07,chores,0 days 00:17:00,0,2,17.000000000000004
2022-05-07,eat,0 days 00:24:00,0,2,24.0
2022-05-07,hobby,0 days 00:26:00,1,1,26.0
2022-05-07,leisure,0 days 03:18:00,0,0,198.0
2022-05-07,school,0 days 01:38:00,1,1,98.0
2022-05-07,socio,0 days 05:59:00,0,0,359.0
2022-05-07,sport,0 days 00:36:00,0,1,36.0
2022-05-07,study,0 days 01:49:00,1,1,109.0
2022-05-07,transport,0 days 00:23:00,0,2,23.0
2022-05-08,chores,0 days 01:50:00,0,2,110.0
2022-05-08,eat,0 days 00:21:00,0,2,21.0
2022-05-08,hobby,0 days 01:39:00,1,1,99.0
2022-05-08,leisure,0 days 01:22:00,0,0,82.0
2022-05-08,socio,0 days 02:42:00,0,0,162.0
2022-05-08,sport,0 days 00:54:00,0,1,54.0
2022-05-08,study,0 days 01:03:00,1,1,63.00000000000001
2022-05-08,transport,0 days 00:33:00,0,2,33.00000000000001
2022-05-08,work,0 days 02:28:00,1,1,148.0
2022-05-09,chores,0 days 00:35:00,0,2,35.0
2022-05-09,eat,0 days 01:45:00,0,2,105.0
2022-05-09,hobby,0 days 01:44:00,1,1,104.0
2022-05-09,leisure,0 days 05:45:00,0,0,345.0
2022-05-09,socio,0 days 01:06:00,0,0,66.00000000000001
2022-05-09,sport,0 days 00:22:00,0,1,22.0
2022-05-09,study,0 days 03:32:00,1,1,212.0
2022-05-09,transport,0 days 00:15:00,0,2,15.0
2022-05-10,eat,0 days 00:38:00,0,2,38.0
2022-05-10,leisure,0 days 03:16:00,0,0,196.0
2022-05-10,school,0 days 02:31:00,1,1,151.0
2022-05-10,socio,0 days 03:40:00,0,0,220.0
2022-05-10,transport,0 days 00:58:00,0,2,58.0
2022-05-11,chores,0 days 00:15:00,0,2,15.0
2022-05-11,eat,0 days 00:24:00,0,2,24.0
2022-05-11,hobby,0 days 00:44:00,1,1,44.0
2022-05-11,leisure,0 days 02:12:00,0,0,132.00000000000003
2022-05-11,socio,0 days 02:10:00,0,0,130.00000000000003
2022-05-11,study,0 days 00:08:00,1,1,8.000000000000002
2022-05-11,transport,0 days 01:10:00,0,2,70.0
2022-05-11,work,0 days 06:15:00,1,1,375.0
2022-05-12,chores,0 days 00:33:00,0,2,33.00000000000001
2022-05-12,eat,0 days 00:48:00,0,2,48.0
2022-05-12,leisure,0 days 01:05:00,0,0,65.00000000000001
2022-05-12,school,0 days 01:35:00,1,1,95.0
2022-05-12,socio,0 days 00:44:00,0,0,44.0
2022-05-12,sport,0 days 01:28:00,0,1,88.0
2022-05-12,study,0 days 05:33:00,1,1,333.0
2022-05-12,transport,0 days 01:49:00,0,2,109.0
2022-05-12,work,0 days 09:53:00,1,1,593.0
2022-05-13,chores,0 days 00:25:00,0,2,25.0
2022-05-13,eat,0 days 00:08:00,0,2,8.000000000000002
2022-05-13,leisure,0 days 02:19:00,0,0,139.0
2022-05-13,sleep,0 days 01:10:00,1,0,70.0
2022-05-13,socio,0 days 00:23:00,0,0,23.0
2022-05-13,study,0 days 00:39:00,1,1,39.0
2022-05-13,transport,0 days 01:39:00,0,2,99.0
2022-05-13,work,0 days 07:09:00,1,1,429.0
2022-05-14,leisure,0 days 01:58:00,0,0,118.0
2022-05-14,socio,0 days 08:25:00,0,0,505.00000000000006
2022-05-14,study,0 days 00:08:00,1,1,8.000000000000002
2022-05-14,transport,0 days 00:49:00,0,2,49.0
2022-05-15,leisure,0 days 01:04:00,0,0,64.00000000000001
2022-05-15,socio,0 days 02:57:00,0,0,177.0
2022-05-15,study,0 days 02:37:00,1,1,157.0
2022-05-15,work,0 days 02:09:00,1,1,129.00000000000003
2022-05-16,chores,0 days 01:05:00,0,2,65.00000000000001
2022-05-16,eat,0 days 00:31:00,0,2,31.000000000000004
2022-05-16,leisure,0 days 02:02:00,0,0,122.00000000000001
2022-05-16,school,0 days 01:57:00,1,1,117.0
2022-05-16,study,0 days 00:46:00,1,1,46.0
2022-05-16,transport,0 days 02:19:00,0,2,139.0
2022-05-16,work,0 days 05:59:00,1,1,359.0
2022-05-17,chores,0 days 00:22:00,0,2,22.0
2022-05-17,eat,0 days 00:17:00,0,2,17.000000000000004
2022-05-17,leisure,0 days 05:39:00,0,0,339.0
2022-05-17,school,0 days 03:45:00,1,1,225.0
2022-05-17,socio,0 days 00:37:00,0,0,37.0
2022-05-17,study,0 days 01:12:00,1,1,72.0
2022-05-17,transport,0 days 02:22:00,0,2,142.0
2022-05-17,work,0 days 01:18:00,1,1,78.0
2022-05-18,chores,0 days 00:10:00,0,2,10.0
2022-05-18,eat,0 days 00:43:00,0,2,43.0
2022-05-18,leisure,0 days 01:57:00,0,0,117.0
2022-05-18,socio,0 days 02:34:00,0,0,154.0
2022-05-18,study,0 days 00:21:00,1,1,21.0
2022-05-18,transport,0 days 01:52:00,0,2,112.0
2022-05-18,work,0 days 07:57:00,1,1,477.0
2022-05-19,chores,0 days 00:14:00,0,2,14.0
2022-05-19,eat,0 days 00:46:00,0,2,46.0
2022-05-19,hobby,0 days 00:58:00,1,1,58.0
2022-05-19,leisure,0 days 02:19:00,0,0,139.0
2022-05-19,socio,0 days 02:21:00,0,0,141.0
2022-05-19,sport,0 days 01:13:00,0,1,73.0
2022-05-19,study,0 days 03:05:00,1,1,185.0
2022-05-19,transport,0 days 02:39:00,0,2,159.0
2022-05-19,work,0 days 01:13:00,1,1,73.0
2022-05-20,chores,0 days 00:27:00,0,2,27.0
2022-05-20,eat,0 days 00:26:00,0,2,26.0
2022-05-20,school,0 days 02:29:00,1,1,149.0
2022-05-20,socio,0 days 01:19:00,0,0,79.0
2022-05-20,study,0 days 01:59:00,1,1,119.0
2022-05-20,transport,0 days 00:49:00,0,2,49.0
